Client_ID,Last_Purchase_Date,Frequency,Monetary_Spendings,Behavior_Score,Churn,Recency
Client_7262,2025-11-01 17:26:37.168127,28,99.35,0.5,0,16
Client_7263,2025-11-16 17:26:37.168127,9,448.03,0.85,0,1
Client_7264,2025-08-05 17:26:37.168127,48,147.32,0.64,0,104
Client_7265,2025-04-21 17:26:37.168127,34,254.46,0.01,1,210
Client_7266,2025-03-01 17:26:37.168127,39,192.3,0.16,0,261
Client_7267,2025-09-30 17:26:37.168127,22,336.55,0.93,1,48
Client_7268,2024-12-15 17:26:37.168127,8,180.7,0.61,1,337
Client_7269,2025-03-26 17:26:37.168127,45,450.82,0.79,0,236
Client_7270,2025-10-22 17:26:37.168127,18,250.34,0.05,0,26
Client_7271,2025-04-20 17:26:37.168127,48,174.33,0.93,0,211
Client_7272,2025-04-09 17:26:37.168127,4,315.67,0.08,0,222
Client_7273,2025-08-19 17:26:37.168127,23,367.31,0.53,0,90
Client_7274,2024-12-10 17:26:37.168127,10,454.09,0.67,1,342
Client_7275,2025-10-14 17:26:37.168127,48,243.5,0.56,0,34
Client_7276,2025-01-31 17:26:37.168127,10,282.38,0.51,1,290
Client_7277,2025-10-10 17:26:37.168127,18,321.08,0.4,0,38
Client_7278,2025-08-19 17:26:37.168127,17,227.05,0.53,0,90
Client_7279,2025-06-17 17:26:37.168127,22,276.93,0.15,1,153
Client_7280,2025-04-04 17:26:37.168127,14,358.49,0.23,1,227
Client_7281,2024-11-27 17:26:37.168127,19,323.64,0.85,0,355
Client_7282,2025-04-04 17:26:37.168127,17,233.18,0.05,0,227
Client_7283,2025-05-29 17:26:37.168127,29,317.83,0.94,1,172
Client_7284,2025-06-04 17:26:37.168127,1,467.84,0.12,0,166
Client_7285,2025-08-28 17:26:37.168127,36,394.28,0.27,0,81
Client_7286,2025-05-30 17:26:37.168127,24,486.09,0.52,1,171
Client_7287,2025-10-08 17:26:37.168127,3,348.47,0.49,1,40
Client_7288,2025-11-13 17:26:37.168127,25,288.71,0.7,0,4
Client_7289,2025-06-02 17:26:37.168127,31,147.45,0.68,0,168
Client_7290,2025-02-07 17:26:37.168127,37,132.18,0.28,1,283
Client_7291,2025-03-08 17:26:37.168127,6,260.1,0.89,1,254
Client_7292,2025-04-17 17:26:37.168127,49,299.67,0.85,1,214
Client_7293,2025-04-11 17:26:37.168127,14,419.93,0.65,0,220
Client_7294,2025-04-08 17:26:37.168127,30,205.11,0.06,0,223
Client_7295,2025-04-25 17:26:37.168127,46,252.36,0.15,0,206
Client_7296,2025-05-16 17:26:37.168127,49,253.19,0.47,0,185
Client_7297,2025-05-17 17:26:37.168127,37,55.07,0.57,1,184
Client_7298,2025-04-05 17:26:37.168127,18,425.34,0.46,0,226
Client_7299,2025-03-31 17:26:37.168127,41,110.71,0.92,0,231
Client_7300,2025-01-21 17:26:37.168127,16,87.73,0.91,0,300
Client_7301,2025-02-05 17:26:37.168127,35,286.69,0.18,1,285
Client_7302,2025-09-30 17:26:37.168127,10,248.23,0.77,1,48
Client_7303,2025-05-15 17:26:37.168127,36,108.43,0.68,0,186
Client_7304,2025-11-09 17:26:37.168127,30,161.37,0.99,0,8
Client_7305,2025-01-13 17:26:37.168127,23,43.98,0.87,1,308
Client_7306,2025-08-29 17:26:37.168127,12,279.08,0.79,0,80
Client_7307,2025-07-25 17:26:37.168127,6,317.51,0.83,1,115
Client_7308,2025-09-24 17:26:37.168127,9,320.92,0.2,0,54
Client_7309,2025-04-19 17:26:37.168127,49,198.17,0.95,0,212
Client_7310,2025-06-10 17:26:37.168127,15,455.71,0.25,0,160
Client_7311,2025-04-28 17:26:37.168127,36,221.96,0.69,0,203
Client_7312,2025-08-05 17:26:37.168127,46,171.26,0.41,0,104
Client_7313,2025-07-25 17:26:37.168127,12,338.12,0.66,0,115
Client_7314,2025-04-08 17:26:37.168127,24,63.36,0.02,0,223
Client_7315,2025-10-04 17:26:37.168127,4,344.12,0.31,0,44
Client_7316,2025-05-18 17:26:37.168127,44,462.03,0.68,1,183
Client_7317,2025-03-10 17:26:37.168127,46,283.35,0.98,0,252
Client_7318,2025-04-18 17:26:37.168127,27,196.66,0.98,0,213
Client_7319,2025-04-28 17:26:37.168127,14,473.02,0.15,0,203
Client_7320,2025-08-08 17:26:37.168127,45,199.55,0.63,0,101
Client_7321,2025-08-11 17:26:37.168127,45,453.52,0.74,1,98
Client_7322,2025-08-21 17:26:37.168127,45,363.41,0.9,1,88
Client_7323,2025-04-12 17:26:37.168127,50,159.87,0.11,0,219
Client_7324,2025-03-31 17:26:37.168127,36,148.74,0.62,0,231
Client_7325,2025-02-16 17:26:37.168127,35,350.15,0.79,1,274
Client_7326,2025-10-17 17:26:37.168127,1,99.6,0.02,0,31
Client_7327,2025-04-24 17:26:37.168127,10,417.45,0.73,0,207
Client_7328,2025-09-29 17:26:37.168127,7,50.64,0.77,0,49
Client_7329,2025-10-30 17:26:37.168127,33,193.34,0.56,1,18
Client_7330,2025-08-30 17:26:37.168127,17,305.39,0.9,1,79
Client_7331,2025-11-14 17:26:37.168127,49,386.86,0.91,1,3
Client_7332,2025-08-20 17:26:37.168127,12,281.65,0.8,0,89
Client_7333,2025-10-11 17:26:37.168127,39,247.33,0.15,0,37
Client_7334,2025-03-16 17:26:37.168127,5,108.83,0.55,1,246
Client_7335,2024-11-25 17:26:37.168127,3,239.38,0.23,0,357
Client_7336,2025-05-05 17:26:37.168127,48,497.99,0.89,0,196
Client_7337,2024-12-07 17:26:37.168127,7,330.87,0.97,1,345
Client_7338,2024-12-28 17:26:37.168127,24,339.21,0.38,0,324
Client_7339,2025-02-12 17:26:37.168127,22,211.92,0.76,1,278
Client_7340,2025-05-13 17:26:37.168127,5,176.64,0.83,0,188
Client_7341,2025-04-17 17:26:37.168127,3,269.35,0.7,0,214
Client_7342,2025-08-26 17:26:37.168127,3,494.57,0.9,0,83
Client_7343,2025-02-07 17:26:37.168127,46,495.02,0.46,0,283
Client_7344,2025-11-12 17:26:37.168127,18,438.05,0.56,0,5
Client_7345,2025-10-28 17:26:37.168127,30,184.79,0.48,0,20
Client_7346,2025-10-05 17:26:37.168127,23,80.89,0.98,1,43
Client_7347,2025-03-21 17:26:37.168127,29,404.79,0.76,1,241
Client_7348,2024-12-06 17:26:37.168127,14,179.07,0.52,0,346
Client_7349,2025-08-19 17:26:37.168127,48,448.2,0.59,0,90
Client_7350,2025-04-17 17:26:37.168127,47,485.94,0.04,1,214
Client_7351,2025-10-15 17:26:37.168127,12,169.16,0.64,1,33
Client_7352,2025-05-20 17:26:37.168127,29,311.65,0.92,1,181
Client_7353,2025-09-22 17:26:37.168127,16,160.45,0.94,0,56
Client_7354,2025-03-27 17:26:37.168127,29,92.46,0.6,0,235
Client_7355,2025-06-13 17:26:37.168127,38,64.69,0.27,1,157
Client_7356,2025-01-12 17:26:37.168127,20,305.81,0.62,0,309
Client_7357,2025-05-26 17:26:37.168127,12,228.87,0.18,1,175
Client_7358,2025-05-25 17:26:37.168127,35,87.86,0.99,0,176
Client_7359,2025-01-25 17:26:37.168127,5,35.46,0.84,0,296
Client_7360,2024-11-29 17:26:37.168127,48,318.04,0.13,1,353
Client_7361,2025-05-30 17:26:37.168127,48,34.48,0.76,0,171
Client_7362,2025-11-11 17:26:37.168127,36,282.19,0.01,1,6
Client_7363,2025-03-16 17:26:37.168127,23,233.9,0.38,0,246
Client_7364,2024-12-22 17:26:37.168127,1,294.72,0.55,0,330
Client_7365,2024-12-17 17:26:37.168127,2,400.92,0.45,0,335
Client_7366,2025-08-09 17:26:37.168127,44,373.64,0.51,0,100
Client_7367,2025-10-18 17:26:37.168127,45,467.54,0.49,1,30
Client_7368,2025-10-08 17:26:37.168127,19,128.03,0.76,1,40
Client_7369,2025-08-20 17:26:37.168127,3,246.65,0.12,0,89
Client_7370,2025-05-26 17:26:37.168127,8,330.01,0.37,0,175
Client_7371,2024-11-19 17:26:37.168127,40,468.13,0.85,0,363
Client_7372,2024-12-22 17:26:37.168127,8,325.27,0.87,1,330
Client_7373,2025-11-01 17:26:37.168127,6,217.2,0.01,1,16
Client_7374,2025-08-30 17:26:37.168127,44,132.12,0.08,0,79
Client_7375,2024-11-19 17:26:37.168127,12,451.85,0.03,1,363
Client_7376,2025-07-13 17:26:37.168127,21,300.4,0.98,0,127
Client_7377,2025-10-02 17:26:37.168127,5,69.91,0.36,0,46
Client_7378,2025-05-27 17:26:37.168127,5,243.09,0.05,1,174
Client_7379,2025-10-16 17:26:37.168127,8,430.54,0.32,0,32
Client_7380,2025-04-03 17:26:37.168127,28,110.93,0.17,1,228
Client_7381,2025-10-16 17:26:37.168127,47,429.52,0.17,0,32
Client_7382,2025-04-06 17:26:37.168127,21,54.98,0.68,0,225
Client_7383,2025-02-12 17:26:37.168127,5,354.28,0.71,0,278
Client_7384,2024-11-24 17:26:37.168127,8,156.53,0.76,0,358
Client_7385,2025-05-06 17:26:37.168127,43,497.81,0.4,0,195
Client_7386,2025-10-18 17:26:37.168127,15,207.33,0.74,0,30
Client_7387,2025-10-03 17:26:37.168127,31,176.52,0.78,0,45
Client_7388,2024-12-22 17:26:37.168127,19,87.5,0.38,0,330
Client_7389,2025-01-27 17:26:37.168127,37,235.63,0.21,0,294
Client_7390,2025-02-07 17:26:37.168127,47,152.33,0.1,0,283
Client_7391,2024-11-24 17:26:37.168127,2,237.96,0.43,1,358
Client_7392,2025-03-19 17:26:37.168127,21,272.62,0.38,1,243
Client_7393,2025-10-27 17:26:37.168127,3,348.84,0.55,1,21
Client_7394,2025-01-16 17:26:37.168127,44,174.07,0.85,0,305
Client_7395,2025-08-19 17:26:37.168127,8,26.18,0.84,0,90
Client_7396,2025-10-07 17:26:37.168127,40,412.41,0.95,0,41
Client_7397,2025-06-28 17:26:37.168127,20,399.14,0.33,0,142
Client_7398,2025-09-19 17:26:37.168127,23,143.53,0.54,0,59
Client_7399,2025-06-05 17:26:37.168127,15,213.41,0.21,0,165
Client_7400,2025-09-26 17:26:37.168127,21,263.82,0.93,0,52
Client_7401,2025-01-15 17:26:37.168127,18,430.37,0.49,0,306
Client_7402,2025-05-18 17:26:37.168127,32,338.95,0.14,0,183
Client_7403,2025-09-30 17:26:37.168127,25,313.95,0.14,0,48
Client_7404,2025-01-14 17:26:37.168127,31,460.68,0.39,0,307
Client_7405,2025-09-11 17:26:37.168127,47,443.08,0.93,1,67
Client_7406,2025-03-24 17:26:37.168127,15,304.63,0.7,1,238
Client_7407,2025-10-12 17:26:37.168127,22,97.03,0.04,0,36
Client_7408,2025-11-10 17:26:37.168127,20,227.3,0.05,0,7
Client_7409,2025-07-31 17:26:37.168127,3,272.89,0.59,0,109
Client_7410,2024-12-09 17:26:37.168127,18,164.88,0.26,0,343
Client_7411,2025-01-20 17:26:37.168127,32,37.63,0.93,1,301
Client_7412,2024-12-25 17:26:37.168127,13,29.52,0.45,0,327
Client_7413,2024-11-21 17:26:37.168127,28,470.76,0.04,0,361
Client_7414,2025-07-30 17:26:37.168127,34,208.92,0.96,0,110
Client_7415,2025-11-16 17:26:37.168127,12,160.7,0.75,1,1
Client_7416,2025-07-11 17:26:37.168127,21,420.55,0.93,1,129
Client_7417,2025-09-06 17:26:37.168127,25,287.61,0.56,0,72
Client_7418,2025-04-14 17:26:37.168127,14,273.72,0.91,0,217
Client_7419,2025-03-31 17:26:37.168127,28,209.01,0.58,0,231
Client_7420,2025-11-03 17:26:37.168127,19,444.23,0.63,0,14
Client_7421,2025-03-26 17:26:37.168127,12,443.57,0.14,0,236
Client_7422,2025-09-24 17:26:37.168127,49,416.6,0.92,0,54
Client_7423,2025-03-25 17:26:37.168127,7,336.56,0.92,0,237
Client_7424,2025-08-22 17:26:37.168127,16,66.37,0.71,0,87
Client_7425,2025-09-05 17:26:37.168127,40,448.01,0.22,0,73
Client_7426,2025-10-07 17:26:37.168127,20,493.48,0.44,1,41
Client_7427,2025-06-29 17:26:37.168127,9,193.36,0.16,0,141
Client_7428,2025-03-01 17:26:37.168127,4,324.88,0.8,0,261
Client_7429,2025-09-22 17:26:37.168127,46,289.36,0.13,0,56
Client_7430,2025-01-29 17:26:37.168127,39,48.49,0.9,0,292
Client_7431,2025-01-01 17:26:37.168127,48,218.63,0.66,0,320
Client_7432,2025-10-26 17:26:37.168127,3,45.14,0.79,1,22
Client_7433,2025-04-01 17:26:37.168127,31,31.04,0.26,1,230
Client_7434,2025-10-22 17:26:37.168127,14,472.29,0.2,1,26
Client_7435,2025-10-13 17:26:37.168127,36,466.99,0.26,0,35
Client_7436,2025-08-13 17:26:37.168127,20,53.02,0.62,0,96
Client_7437,2025-03-23 17:26:37.168127,35,486.65,0.52,1,239
Client_7438,2025-07-13 17:26:37.168127,48,466.79,0.76,0,127
Client_7439,2025-03-14 17:26:37.168127,50,261.46,0.34,0,248
Client_7440,2025-07-27 17:26:37.168127,3,384.19,0.42,1,113
Client_7441,2025-06-09 17:26:37.168127,15,135.52,0.75,0,161
Client_7442,2025-08-12 17:26:37.168127,3,318.02,0.14,1,97
Client_7443,2025-11-11 17:26:37.168127,33,420.08,0.28,0,6
Client_7444,2025-07-09 17:26:37.168127,40,415.09,0.35,0,131
Client_7445,2025-10-23 17:26:37.168127,46,390.15,0.88,0,25
Client_7446,2025-07-21 17:26:37.168127,36,80.33,0.96,1,119
Client_7447,2025-07-22 17:26:37.168127,41,84.62,0.81,1,118
Client_7448,2025-02-16 17:26:37.168127,42,221.33,0.92,0,274
Client_7449,2025-06-13 17:26:37.168127,19,149.58,0.6,0,157
Client_7450,2025-04-10 17:26:37.168127,34,63.25,0.83,0,221
Client_7451,2025-07-12 17:26:37.168127,20,423.96,0.11,0,128
Client_7452,2025-05-11 17:26:37.168127,17,441.58,0.54,0,190
Client_7453,2025-04-06 17:26:37.168127,48,265.28,0.05,0,225
Client_7454,2025-01-04 17:26:37.168127,21,285.03,0.8,0,317
Client_7455,2025-11-08 17:26:37.168127,32,103.38,0.82,1,9
Client_7456,2025-08-01 17:26:37.168127,37,185.99,0.95,0,108
Client_7457,2024-11-30 17:26:37.168127,7,221.76,0.12,1,352
Client_7458,2025-09-21 17:26:37.168127,10,71.61,0.5,0,57
Client_7459,2024-12-19 17:26:37.168127,30,23.92,0.29,0,333
Client_7460,2025-06-28 17:26:37.168127,17,399.33,0.41,1,142
Client_7461,2025-07-15 17:26:37.168127,43,180.7,0.04,0,125
Client_7462,2025-02-19 17:26:37.168127,38,425.23,0.29,0,271
Client_7463,2025-02-20 17:26:37.168127,26,243.85,0.12,1,270
Client_7464,2025-02-08 17:26:37.168127,42,240.39,0.75,0,282
Client_7465,2025-10-17 17:26:37.168127,27,439.9,0.2,1,31
Client_7466,2025-02-26 17:26:37.168127,50,51.04,0.87,0,264
Client_7467,2024-12-07 17:26:37.168127,49,296.88,0.82,0,345
Client_7468,2025-10-13 17:26:37.168127,2,306.31,0.68,0,35
Client_7469,2025-06-04 17:26:37.168127,47,140.23,0.8,1,166
Client_7470,2025-05-31 17:26:37.168127,4,301.24,0.66,1,170
Client_7471,2025-05-03 17:26:37.168127,47,129.77,0.78,0,198
Client_7472,2025-04-04 17:26:37.168127,14,182.58,0.51,0,227
Client_7473,2025-06-20 17:26:37.168127,12,441.77,0.84,1,150
Client_7474,2025-03-24 17:26:37.168127,3,268.28,0.51,0,238
Client_7475,2025-03-27 17:26:37.168127,40,114.01,0.68,0,235
Client_7476,2025-01-19 17:26:37.168127,24,97.54,0.54,0,302
Client_7477,2024-12-19 17:26:37.168127,30,265.14,0.26,0,333
Client_7478,2025-08-22 17:26:37.168127,26,151.34,0.67,0,87
Client_7479,2025-08-21 17:26:37.168127,28,256.45,0.22,0,88
Client_7480,2025-02-22 17:26:37.168127,6,269.74,0.35,1,268
Client_7481,2025-09-08 17:26:37.168127,21,224.42,0.86,0,70
Client_7482,2025-09-18 17:26:37.168127,22,300.13,0.89,0,60
Client_7483,2025-07-04 17:26:37.168127,39,482.09,0.05,0,136
Client_7484,2025-02-07 17:26:37.168127,43,341.6,0.92,0,283
Client_7485,2025-02-09 17:26:37.168127,20,111.95,0.9,0,281
Client_7486,2025-02-23 17:26:37.168127,34,405.85,0.99,0,267
Client_7487,2025-02-02 17:26:37.168127,8,365.56,0.13,0,288
Client_7488,2025-09-29 17:26:37.168127,20,378.83,0.94,0,49
Client_7489,2025-01-10 17:26:37.168127,44,189.31,0.11,0,311
Client_7490,2025-05-15 17:26:37.168127,19,74.15,0.53,0,186
Client_7491,2025-03-15 17:26:37.168127,32,484.64,0.95,0,247
Client_7492,2025-05-01 17:26:37.168127,10,355.27,0.12,0,200
Client_7493,2025-04-24 17:26:37.168127,36,278.88,0.98,0,207
Client_7494,2025-04-24 17:26:37.168127,18,244.93,0.26,0,207
Client_7495,2025-09-27 17:26:37.168127,7,424.71,0.65,1,51
Client_7496,2025-10-25 17:26:37.168127,2,327.58,0.39,0,23
Client_7497,2025-10-11 17:26:37.168127,24,311.64,0.8,0,37
Client_7498,2025-03-28 17:26:37.168127,41,415.08,0.45,1,234
Client_7499,2024-12-21 17:26:37.168127,44,280.82,0.1,1,331
Client_7500,2025-05-19 17:26:37.168127,14,226.07,0.71,0,182
Client_7501,2025-10-14 17:26:37.168127,34,99.78,0.37,0,34
Client_7502,2025-08-27 17:26:37.168127,4,53.6,0.85,0,82
Client_7503,2025-02-13 17:26:37.168127,16,274.63,0.66,1,277
Client_7504,2025-02-23 17:26:37.168127,15,496.84,0.84,0,267
Client_7505,2025-01-18 17:26:37.168127,3,138.8,0.4,0,303
Client_7506,2025-01-19 17:26:37.168127,5,410.87,0.46,1,302
Client_7507,2025-07-22 17:26:37.168127,18,172.39,0.85,0,118
Client_7508,2025-07-23 17:26:37.168127,24,391.71,0.58,0,117
Client_7509,2025-07-27 17:26:37.168127,23,242.0,0.51,0,113
Client_7510,2025-07-25 17:26:37.168127,34,334.54,0.33,0,115
Client_7511,2025-10-18 17:26:37.168127,47,471.46,0.66,1,30
Client_7512,2025-04-28 17:26:37.168127,11,161.82,0.36,0,203
Client_7513,2025-06-12 17:26:37.168127,9,52.06,0.56,1,158
Client_7514,2025-08-22 17:26:37.168127,38,398.67,0.22,0,87
Client_7515,2025-09-16 17:26:37.168127,20,360.9,0.53,0,62
Client_7516,2025-03-12 17:26:37.168127,17,269.17,0.41,0,250
Client_7517,2025-01-20 17:26:37.168127,30,233.7,0.49,0,301
Client_7518,2025-08-22 17:26:37.168127,34,352.38,0.31,0,87
Client_7519,2025-09-03 17:26:37.168127,17,39.81,0.28,0,75
Client_7520,2025-06-01 17:26:37.168127,18,119.74,0.95,1,169
Client_7521,2025-06-15 17:26:37.168127,28,400.71,0.28,0,155
Client_7522,2025-07-26 17:26:37.168127,29,496.72,0.65,1,114
Client_7523,2025-08-19 17:26:37.168127,31,400.19,0.46,1,90
Client_7524,2025-01-09 17:26:37.168127,11,25.18,0.43,1,312
Client_7525,2025-02-10 17:26:37.168127,31,93.55,0.22,0,280
Client_7526,2025-02-18 17:26:37.168127,42,276.95,0.79,1,272
Client_7527,2025-07-02 17:26:37.168127,8,142.43,0.32,0,138
Client_7528,2025-05-11 17:26:37.168127,15,32.24,0.32,0,190
Client_7529,2025-08-01 17:26:37.168127,13,343.61,0.89,0,108
Client_7530,2025-10-21 17:26:37.168127,33,67.83,0.26,0,27
Client_7531,2025-08-30 17:26:37.168127,27,192.83,0.65,0,79
Client_7532,2025-02-13 17:26:37.168127,6,434.74,0.08,0,277
Client_7533,2024-11-22 17:26:37.168127,22,30.46,0.1,0,360
Client_7534,2025-09-21 17:26:37.168127,19,123.4,0.45,0,57
Client_7535,2024-11-24 17:26:37.168127,44,120.91,0.85,0,358
Client_7536,2025-09-07 17:26:37.168127,34,190.47,0.66,1,71
Client_7537,2025-06-17 17:26:37.168127,35,164.16,0.45,1,153
Client_7538,2025-08-22 17:26:37.168127,10,289.22,0.6,1,87
Client_7539,2025-03-26 17:26:37.168127,15,420.62,0.76,0,236
Client_7540,2025-05-09 17:26:37.168127,38,473.51,0.84,0,192
Client_7541,2025-02-13 17:26:37.168127,25,429.18,0.98,0,277
Client_7542,2025-03-19 17:26:37.168127,9,331.34,0.33,0,243
Client_7543,2025-01-01 17:26:37.168127,26,452.1,0.81,0,320
Client_7544,2025-02-20 17:26:37.168127,46,455.05,0.62,0,270
Client_7545,2025-03-17 17:26:37.168127,19,38.72,0.49,0,245
Client_7546,2024-11-24 17:26:37.168127,12,189.45,0.23,0,358
Client_7547,2025-01-07 17:26:37.168127,47,427.26,0.66,1,314
Client_7548,2025-03-09 17:26:37.168127,18,483.42,0.78,0,253
Client_7549,2025-03-07 17:26:37.168127,16,487.66,0.63,1,255
Client_7550,2025-07-03 17:26:37.168127,4,471.98,0.99,0,137
Client_7551,2024-12-08 17:26:37.168127,41,369.4,0.63,0,344
Client_7552,2025-03-09 17:26:37.168127,28,36.08,0.03,1,253
Client_7553,2025-03-13 17:26:37.168127,21,251.48,0.65,0,249
Client_7554,2025-03-05 17:26:37.168127,6,244.86,0.17,1,257
Client_7555,2025-06-12 17:26:37.168127,47,224.38,0.86,0,158
Client_7556,2024-12-22 17:26:37.168127,1,473.79,0.06,0,330
Client_7557,2025-10-21 17:26:37.168127,37,447.53,0.94,0,27
Client_7558,2025-04-06 17:26:37.168127,28,139.09,0.96,1,225
Client_7559,2025-05-06 17:26:37.168127,26,247.8,1.0,1,195
Client_7560,2025-07-26 17:26:37.168127,50,170.05,0.44,1,114
Client_7561,2025-09-22 17:26:37.168127,5,141.46,0.44,0,56
Client_7562,2025-03-03 17:26:37.168127,40,147.85,0.31,0,259
Client_7563,2025-10-11 17:26:37.168127,32,190.01,0.77,1,37
Client_7564,2025-08-15 17:26:37.168127,16,342.18,0.03,1,94
Client_7565,2025-06-13 17:26:37.168127,29,87.37,0.86,0,157
Client_7566,2025-05-07 17:26:37.168127,3,94.94,0.09,0,194
Client_7567,2025-10-18 17:26:37.168127,36,363.73,0.93,1,30
Client_7568,2025-05-26 17:26:37.168127,16,209.82,0.23,0,175
Client_7569,2025-07-29 17:26:37.168127,2,67.3,0.31,0,111
Client_7570,2025-08-05 17:26:37.168127,5,157.38,0.0,0,104
Client_7571,2025-08-27 17:26:37.168127,14,429.83,0.28,0,82
Client_7572,2025-08-27 17:26:37.168127,35,75.99,0.81,0,82
Client_7573,2024-12-18 17:26:37.168127,24,72.94,0.05,0,334
Client_7574,2025-11-06 17:26:37.168127,7,291.15,0.49,1,11
Client_7575,2025-06-01 17:26:37.168127,48,161.69,0.91,0,169
Client_7576,2024-12-14 17:26:37.168127,20,289.73,0.8,0,338
Client_7577,2024-11-21 17:26:37.168127,25,28.92,0.57,1,361
Client_7578,2025-05-19 17:26:37.168127,50,243.02,0.74,0,182
Client_7579,2025-07-20 17:26:37.168127,3,90.71,0.63,0,120
Client_7580,2025-07-06 17:26:37.168127,21,247.14,0.03,0,134
Client_7581,2025-03-07 17:26:37.168127,17,175.16,0.23,1,255
Client_7582,2025-10-04 17:26:37.168127,31,318.02,0.78,0,44
Client_7583,2025-01-14 17:26:37.168127,17,296.35,0.24,1,307
Client_7584,2024-12-02 17:26:37.168127,44,463.08,0.79,1,350
Client_7585,2025-01-22 17:26:37.168127,46,394.56,0.63,0,299
Client_7586,2025-08-15 17:26:37.168127,3,305.1,0.92,0,94
Client_7587,2025-04-07 17:26:37.168127,30,328.36,0.64,0,224
Client_7588,2025-10-28 17:26:37.168127,1,421.11,0.94,0,20
Client_7589,2025-07-14 17:26:37.168127,31,236.39,0.62,0,126
Client_7590,2025-08-14 17:26:37.168127,10,294.25,0.08,0,95
Client_7591,2025-02-25 17:26:37.168127,13,244.39,0.69,0,265
Client_7592,2025-09-07 17:26:37.168127,10,142.83,0.95,0,71
Client_7593,2025-07-20 17:26:37.168127,4,97.43,0.06,0,120
Client_7594,2025-06-30 17:26:37.168127,27,340.92,0.93,1,140
Client_7595,2025-03-26 17:26:37.168127,32,464.49,0.49,0,236
Client_7596,2025-05-22 17:26:37.168127,1,68.15,0.51,0,179
Client_7597,2025-08-04 17:26:37.168127,41,59.54,0.43,1,105
Client_7598,2025-10-22 17:26:37.168127,30,57.74,0.98,0,26
Client_7599,2025-06-08 17:26:37.168127,2,382.81,0.5,1,162
Client_7600,2025-04-26 17:26:37.168127,5,35.74,0.24,0,205
Client_7601,2025-02-01 17:26:37.168127,37,89.59,0.91,0,289
Client_7602,2025-05-21 17:26:37.168127,2,432.62,0.05,0,180
Client_7603,2025-04-06 17:26:37.168127,26,328.85,0.7,0,225
Client_7604,2025-03-18 17:26:37.168127,10,339.68,1.0,0,244
Client_7605,2025-01-29 17:26:37.168127,33,323.57,0.6,0,292
Client_7606,2025-04-20 17:26:37.168127,20,35.59,0.03,0,211
Client_7607,2025-08-03 17:26:37.168127,18,128.18,0.46,0,106
Client_7608,2025-10-27 17:26:37.168127,39,471.83,0.91,0,21
Client_7609,2025-09-19 17:26:37.168127,31,322.01,0.86,0,59
Client_7610,2025-09-29 17:26:37.168127,19,39.95,0.94,0,49
Client_7611,2024-12-01 17:26:37.168127,19,405.68,0.88,0,351
Client_7612,2025-10-20 17:26:37.168127,28,40.09,0.89,0,28
Client_7613,2025-03-20 17:26:37.168127,47,135.66,0.81,0,242
Client_7614,2024-12-09 17:26:37.168127,37,237.86,0.32,1,343
Client_7615,2024-11-18 17:26:37.168127,45,451.78,0.94,0,364
Client_7616,2025-07-02 17:26:37.168127,18,129.21,0.28,0,138
Client_7617,2025-09-20 17:26:37.168127,40,239.63,0.04,0,58
Client_7618,2025-08-12 17:26:37.168127,8,306.41,0.81,1,97
Client_7619,2025-11-09 17:26:37.168127,16,241.22,0.66,0,8
Client_7620,2024-11-18 17:26:37.168127,35,343.1,0.39,0,364
Client_7621,2025-02-22 17:26:37.168127,2,99.82,0.73,0,268
Client_7622,2025-06-01 17:26:37.168127,40,23.71,0.39,1,169
Client_7623,2025-09-07 17:26:37.168127,32,285.39,0.19,0,71
Client_7624,2025-03-06 17:26:37.168127,11,363.84,0.97,1,256
Client_7625,2025-04-18 17:26:37.168127,45,87.58,0.78,0,213
Client_7626,2025-03-04 17:26:37.168127,9,349.37,0.73,0,258
Client_7627,2025-06-19 17:26:37.168127,2,61.8,0.09,0,151
Client_7628,2024-12-10 17:26:37.168127,37,260.21,0.93,0,342
Client_7629,2024-12-17 17:26:37.168127,16,82.87,0.31,0,335
Client_7630,2025-06-10 17:26:37.168127,29,52.14,0.36,1,160
Client_7631,2025-08-27 17:26:37.168127,2,455.37,0.87,1,82
Client_7632,2025-01-19 17:26:37.168127,35,233.69,0.0,1,302
Client_7633,2025-11-11 17:26:37.168127,15,340.86,0.6,0,6
Client_7634,2025-09-20 17:26:37.168127,19,394.37,0.39,0,58
Client_7635,2025-02-03 17:26:37.168127,49,306.88,0.62,0,287
Client_7636,2025-07-29 17:26:37.168127,41,319.32,0.29,0,111
Client_7637,2025-11-13 17:26:37.168127,36,407.51,0.56,0,4
Client_7638,2025-02-14 17:26:37.168127,49,54.78,0.51,0,276
Client_7639,2025-07-01 17:26:37.168127,39,333.37,0.58,1,139
Client_7640,2025-03-27 17:26:37.168127,45,322.78,0.33,1,235
Client_7641,2025-06-22 17:26:37.168127,47,117.95,0.17,0,148
Client_7642,2025-02-14 17:26:37.168127,27,449.93,0.91,1,276
Client_7643,2025-10-03 17:26:37.168127,2,455.09,0.0,0,45
Client_7644,2024-12-10 17:26:37.168127,42,303.79,0.13,1,342
Client_7645,2025-04-19 17:26:37.168127,4,38.16,0.58,0,212
Client_7646,2024-11-30 17:26:37.168127,35,336.79,0.45,1,352
Client_7647,2025-09-24 17:26:37.168127,46,210.0,0.73,0,54
Client_7648,2025-10-25 17:26:37.168127,29,383.31,0.55,1,23
